year,developer,price
2015,Ben Aprigliano,4.99
2016,ACQUIRE Corp.,1.99
2016,ACQUIRE Corp.,1.99
2016,ACQUIRE Corp.,1.99
2016,VIS - Visual Imagination Software,14.99
2016,"Tripwire Interactive,Kernow Interactive",Free
2016,Sometimes You,0.99
2016,SilentFuture,9.99
2016,Sometimes You,0.99
2016,Sometimes You,0.99
2016,cupholder,2.99
2016,Bethesda Game Studios,49.99
2016,Bethesda Game Studios,9.99
2016,Double Fine Productions,14.99
2014,Nekomura Games,4.99
2016,SoftWarWare,39.99
2016,Out of the Park Developments,19.99
2016,Artem Bondin,0.99
2016,Ubisoft Montreal,2.99
1995,Enlight Software Limited,5.99
1998,Enlight Software Limited,5.99
2016,ACQUIRE Corp.,19.99
2016,Ubisoft - San Francisco,2.99
2016,BernhardM,4.99
2016,Ubisoft - San Francisco,2.99
2016,Valkyria Studios,3.99
2016,Labory,0.99
2016,Dewdrop Games,1.99
2015,YGGDRASIL STUDIO,4.99
2016,Mirinae,Free to Play
2016,"KintoGames,Dolores Entertainment",3.99
2016,Games For Tutti,7.99
2016,Heathen Engineering,39.99
2016,DreamsSoftGames,3.99
2016,Aeon Dream Studios,1.99
2016,tjern,4.99
2016,"Mithis Games,THQ Nordic",2.99
2016,"Games For Tutti,Javier Díaz Ríos",3.99
2016,Osaris Games,15.99
2012,Gunnar Games,4.99
2016,Idea Factory,0.99
2016,"Idea Factory,Compile Heart,Tamsoft",29.99
2016,"Idea Factory,Compile Heart,Tamsoft",0.99
2016,"Blue Tea Games,Eipix Entertainment",9.99
2016,The Innocent Devils,9.99
2016,Black Cloud Studios,9.99
2016,Milestone S.r.l.,24.99
2016,Milestone S.r.l.,9.99
2016,Springloaded,4.99
2016,Satsu,1.99
2016,Springloaded,7.99
2016,HGames-ArtWorks,3.99
2016,The Light Sword Team,0.99
2016,Black Death Apps Limited,3.99
2016,"Fabio Ferrara,Fabio Mosca,Giulia Airoldi",0.99
2016,Night Node Software,6.99
2016,Pirate-Rob,4.99
2016,DanielDavisGames,5.99
2016,Greeny Games Studio,4.99
2016,TEN TIULENYA team,3.99
2016,Pixelated Cupcake,2.99
2016,"Matteo Cillario,Riccardo Runci,Niccolo' Passeri,Giulia Sorrentino",11.99
2016,Daisy Maze Games,0.99
2016,Daisy Maze Games,2.99
2016,29Palms Scenery Design,12.99
2016,Cielosim,16.99
2016,"KROBON station,Den-fami Nico Game Magazine",9.99
2016,Fastline Simulation,4.99
2016,Michael Hall,0.99
2016,"Firaxis,Feral Interactive (Mac and Linux)",4.99
2016,Electric Games,29.99
2016,NukGames,Free
2016,Mango Protocol,0.99
2016,Mode 7,3.99
2016,Convex,8.99
2016,Sir Bedlam Productions,Free to Play
2016,ANPA.US,0.99
2016,Shoor Games,0.99
2016,ANPA.US,1.99
2016,Diego Rodrigues,3.99
2016,ANPA.US,0.99
2016,Halisson,0.99
2016,Nicolas Bernard,3.99
2016,Quantized Bit,2.99
2016,Blaze Epic,1.99
2016,Date Nighto,19.99
2016,Date Nighto,9.99
2016,DSK Studios Pvt. Ltd,3.99
2016,DSK Studios Pvt. Ltd,3.99
2016,Konami Digital Entertainment,1.99
2016,Konami Digital Entertainment,1.99
2016,Konami Digital Entertainment,1.99
2016,Konami Digital Entertainment,1.99
2016,Webber Games,7.99
2016,Konami Digital Entertainment,3.99
2015,Woodsy Studio,7.99
2016,Woodsy Studio,3.99
2016,Oscar Brittain,2.99
2016,Mixed In Key,49.99
2016,Pixel Maverick Games,9.99
2016,Ubisoft - San Francisco,2.99
2016,Vishnu Vadakke Pariyarath,0.99
2016,"Bookmark Games,HexWar Games",9.99
2016,"Demesnegame,Composer-Motorin Dmitry (Djinotan)",19.99
2016,Advent RPG,4.99
2016,LionSword,2.99
2016,FIVE-BN GAMES,Free to Play
2016,InterAction studios,1.99
2016,橘子班,2.99
2016,JED GAMES,29.99
2016,JED GAMES,99.99
2016,MiniBoss,0.49
2016,NEW AUDIO TECHNOLOGY,9.99
2016,"Studio 48,Turykin Nikolay,Varlamov Anton",1.99
2016,MiniBoss,0.99
2016,K Bros Games,0.99
2018,Ape Law,9.99
2016,1CC Games,2.99
2016,Rainbow Games,3.99
2012,Rainbow Games,3.99
2016,2 players,1.99
2016,"Flashback Games,The Lordz Games Studio",4.99
2015,"Wellore,Alawar Entertainment",6.99
2016,Holotech Studios,Free
2016,Sunward Games,9.99
2016,Random Layers,9.99
2016,Fatshark,Free
2016,Wholetone Games,0.99
2016,Piotr Młynarczyk,12.99
2016,Ink Stains Games,0.99
2016,Kitfox Games,14.99
2016,"Visual Concepts,Yuke's",49.99
2016,Giants Software,9.99
2016,Jerome Bodin,2.99
2016,Kitfox Games,9.99
2016,"CAVE Interactive CO.,LTD.",19.99
2016,"CAVE Interactive CO.,LTD.",4.99
2016,"CAVE Interactive CO.,LTD.",9.99
2016,"SmiteWorks USA, LLC",7.99
2016,"CAVE Interactive CO.,LTD.",9.99
2016,"Alexey Bokulev,Sergei Klimov,Charlie Oscar Lima Tango Interactive Entertainment",14.99
2016,Selenion Games,0.99
2016,Skyhook Games,19.99
2016,Lostwood,3.99
2016,Dry Cactus,4.99
2016,ARTIFACTS,9.99
2016,Ubisoft - San Francisco,2.99
2016,Ubisoft - San Francisco,2.99
2016,Ubisoft - San Francisco,2.99
2016,Ubisoft - San Francisco,11.99
2016,Zero Sum Games,9.99
2016,Mechanical Butterfly Studios,4.99
2016,ProjectorGames,7.99
2016,Wadjet Eye Games,4.99
2016,Mechanical Butterfly Studios,4.99
2016,Mechanical Butterfly Studios,9.98
2016,Clever Endeavour Games,14.99
2016,Ubisoft Montreal,2.99
2016,Reverie World Studios,13.99
2016,InterAction studios,3.99
2016,Fugitive Games,9.99
2016,Fugitive Games,19.99
2016,Altfuture,8.99
2017,FCS - Football Team,9.95
2016,Spider Key Games,2.99
2016,Lacuna Corporation,12.99
2016,Sekerin Productions,1.99
2016,TinyAtomGames,5.99
2016,Bocuma,4.99
2016,Valiant Interactive,12.99
2016,Microblast Games,0.99
2016,AK Games,2.99
2016,Microblast Games,1.99
2016,isTom Games Kft.,1.99
2016,"Pilgrim Adventures,GrabTheGames Studios",1.99
2016,NewWorldCoders,0.99
2016,Graviteam,34.99
2016,GameUS Inc,8.99
2016,Bread Vision Studios LLC.,1.99
2016,"Vladimir Slav,Coldwild Games",2.99
2016,Fatshark,2.99
2016,GTGD,7.99
2016,Hobbisoft,0.99
2016,eMedia Music,49.99
2016,eMedia Music,29.99
2016,"Bluish-Green Productions,Throw Away Games",9.99
2016,Colossal Wreck,2.99
2016,Raspina Studio,14.99
2016,Unika Games,0.99
2015,Cannibal Interactive,4.99
2016,Red Nettle Studio,Free to Play
2016,2020 Venture,9.99
2016,WTFOMGames,3.99
2016,Thomas Konkol,9.99
2016,Peaksel D.O.O. Nis,6.99
2016,Picorinne Soft,7.99
2016,"Chad Close,Kyle Weik",4.99
2016,△○□× (Miwashiba),2.99
2013,RETREAM,4.99
2016,Milestone S.r.l.,9.99
2016,Rotten Mage,9.99
2016,Will Sykes Games,9.99
2016,"Sami Maaranen (creator),Erkka Lehmus (co-designer)",10.99
2016,Ironward,2.99
2016,"Chad Close,Kyle Weik",6.99
2016,ConcernedApe,14.99
2016,Ubisoft,49.99
2016,Dénis Múrias,6.99
2016,Dovetail Games,19.99
2016,Curious Planet,9.99
2016,Dovetail Games,12.99
2016,Bigzur Games,4.99
2016,Slightly Mad Studios,3.49
2016,Wadjet Eye Games,14.99
2016,Kyy Games,19.99
2015,"NinjaISV,TigerNDV",4.99
2001,Ensemble Studios,5.99
2016,Daedalic Entertainment,19.99
1998,Coolhand Interactive,5.99
2016,"Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios",6.99
2016,Happy Polygon,9.99
2016,Arc System Works,19.99
2016,Ubisoft - San Francisco,9.99
2016,FeelThere,24.99
2016,"SmiteWorks USA, LLC",4.99
2016,"SmiteWorks USA, LLC",4.99
2016,Virtavia,12.99
2016,"SmiteWorks USA, LLC",4.99
2016,"SmiteWorks USA, LLC",4.99
2016,"SmiteWorks USA, LLC",4.99
2016,"SmiteWorks USA, LLC",4.99
2016,"SmiteWorks USA, LLC",4.99
2016,"SmiteWorks USA, LLC",4.99
2016,"SmiteWorks USA, LLC",4.99
2016,HexWar Games,9.99
2016,"SmiteWorks USA, LLC",4.99
2016,Binary Cocoa,2.99
2016,"Allegorithmic,The Foundry",Free to Play
2016,Naps Team,4.99
2016,Exquisite Games,5.99
2016,Exquisite Games,3.99
2016,stillalive studios,14.99
2016,vikingfabian.com,0.99
2016,Fabio Ferrara,0.99
2014,Fabio Ferrara,2.99
2016,Black Flag Studios,9.99
2016,Unbound Creations,11.99
2016,High Tale Studios,9.99
2016,Suppressive Fire Games,12.99
2016,Suppressive Fire Games,9.99
2016,Queen Bee Games,4.99
2016,Ronimo Games,3.49
2016,Ronimo Games,5.99
2016,Ronimo Games,4.49
2016,Inane Games,Free to Play
2016,Wholetone Games,Free to Play
2016,Ronimo Games,3.99
2015,Blue Mammoth Games,14.99
2016,"Mårten Jonsson,JMJ Interactive",2.99
2016,vikingfabian.com,2.99
2016,vikingfabian.com,Free to Play
2016,Blowfish Studios,19.99
2016,Rimlight Studios,4.99
2016,Shortbreak Studios s.c.,7.99
2016,Interama - Interactive Technology,2.99
2016,Allen Dayan,0.99
2016,Wales Interactive,19.99
2016,Uncaged Studios,9.99
2016,Quaint Emerald,0.99
2016,Glow Games Studio,8.99
2016,Wales Interactive,5.99
2016,Wales Interactive,8.99
2016,Creative Assembly,7.99
2016,Crate Entertainment,24.99
1996,SimTex,5.99
2016,Mosaic Mask Studios,19.99
2016,VolumeUp Studios,1.99
1996,SimTex,5.99
2016,Shield Break Studios,4.99
2016,Wube Software LTD.,20.0
2016,Handsome Dragon Games,9.99
2016,Wube Software LTD.,7.0
2016,Handsome Dragon Games,3.99
2016,Telltale Games,14.99
2016,Robotronic Games,14.99
2016,Kindermann Corp.,2.99
2016,Michael Flynn,1.99
2016,Tribute Games Inc.,4.99
2016,Varkian Empire,14.99
2016,Varkian Empire,9.99
2016,Godot Engine,Free to Play
2016,Digitallion,7.99
2016,Team2Bit,9.99
2016,Sorath,4.99
2016,Quiet River,1.99
2016,Bluehole Ginno Games,14.99
2016,Concrete Games,2.99
2016,"OrangeGames,YoudaGames",Free to Play
2016,Blue Brain Games,9.99
2016,Fastline Simulation,4.99
2016,Fastline Simulation,4.99
2016,Skarond,8.99
2016,"J. Fletcher,Michael Flynn",3.99
2016,Ragiva Games,2.99
2016,Anticto,12.99
2016,VaragtP,0.99
2016,"SmiteWorks USA, LLC",9.99
2016,"SmiteWorks USA, LLC",9.99
2016,Redshift,1.99
2016,Digital Melody,0.99
2016,Mihai Morosanu,1.99
2016,Noble Empire Corp.,9.99
2016,ANPA.US,1.99
2016,DL Softworks,9.99
2016,Redshift,9.99
2016,Jaybot7,2.99
2016,Matthew Robinson,4.99
2016,Anarkis Gaming,9.99
2016,Yellow Bun,2.99
2016,ChessBase GmbH,34.99
2016,Frozen Flame,19.99
2016,Colossal Order Ltd.,12.99
2016,Bionic Pony,2.99
2016,"Flashback Games,The Lordz Games Studio",14.99
2016,Buka Development,3.99
2004,"Stormregion,THQ Nordic",14.99
2016,Buka Development,4.99
2005,"Stormregion,THQ Nordic",14.99
2016,"InnoGlow,Stormregion",2.99
2016,SimDesign,24.99
2016,Obsidian Entertainment,14.99
2016,Pixel Maniacs,12.99
2016,Ubisoft - San Francisco,2.99
2016,Ubisoft - San Francisco,2.99
2016,Ubisoft - San Francisco,2.99
2016,Ubisoft - San Francisco,2.99
2016,Choice of Games,2.99
2016,"2D Heroes,Ursa Games",4.99
2016,Liar-soft,34.99
2016,Ubisoft - San Francisco,9.99
2016,Sogoal,2.99
2016,Sogoal,9.99
2016,Michael Flynn,0.99
2016,Vae Victis Games,Free to Play
2016,Nicolas Bernard,1.99
2016,Ubisoft - San Francisco,2.99
2016,Ubisoft - San Francisco,2.99
2016,"KOEI TECMO GAMES CO., LTD.",59.99
2016,SCS Software,19.99
2016,Ubisoft Montreal,2.99
2017,Curvature Systems,9.99
2016,Intropy Games,4.99
2016,"Pilgrim Adventures,GrabTheGames Studios",1.99
2016,Little Big Lee,1.99
2016,CyberConnect2 Co. Ltd.,29.99
2016,"Firaxis,Feral Interactive (Mac and Linux)",19.99
2016,BlackMark Studio,3.99
2016,Ubisoft - San Francisco,9.99
2016,Campo Santo,19.99
2016,Campo Santo,5.99
2016,Bluehole Ginno Games,49.99
2016,Bluehole Ginno Games,29.99
2016,Handelabra Games Inc.,4.99
2016,Skyjaz Games,5.99
2016,Aeon Dream Studios,4.99
2016,Aeon Dream Studios,Free to Play
2016,Corrosive Studios LLC,2.99
2016,"Just Add Water (Developments), Ltd.",Free
2016,Reason Generator Inc.,29.99
2016,Playcoo,Free to Play
2016,"Firaxis,Feral Interactive (Mac),Feral Interactive (Linux)",59.99
2011,JUDOBABY INC.,10.99
2016,Frontier Developments,7.99
2016,Kevin Jess Horton,2.99
2016,GameArt Studio GmbH,4.99
2016,"Convoy Games,Antinomia",9.99
2016,CydoniaGate,3.99
2016,Artefacts Studios,14.99
2016,Rogue Factor,1.99
2016,Rogue Factor,1.99
2016,Stardock Entertainment,9.99
2016,Oxeye Game Studio,14.99
2016,virtualRailroads,4.99
2016,virutalRailroads,4.99
2016,virtualRailroads,4.99
2016,Paradox Development Studio,14.99
2016,"Flashback Games,The Lordz Games Studio",0.99
2016,virutalRailroads,4.99
2016,Paradox Development Studio,2.99
2016,Paradox Development Studio,4.99
2016,Brave Bunny,0.99
2016,Milestone S.r.l.,7.99
2016,Milestone S.r.l.,7.99
2016,SunRay Games,4.99
2016,Panzer Gaming,2.99
2016,Rusty Lake,1.99
2015,Hosted Games,3.99
2016,Blacklight Interactive,5.99
2016,"John Bardinelli,Nooskewl",1.99
2016,"Berserk Games,Robert Burke Games",4.99
2016,Laudo Games,9.99
2016,Synetic,1.99
2016,VGstudio,1.99
2016,"Freshly Squeezed,Joel Forssell",5.99
2016,Boncho Games,0.99
2016,"Fatbard,Boncho Games (made the game)",2.99
2016,Blooming Buds Studio,6.99
2016,Thomas Moon Kang,1.99
2016,Ubisoft - San Francisco,2.99
2016,Ubisoft - San Francisco,2.99
2016,Ubisoft - San Francisco,2.99
2016,Wreck Tangle Games,4.99
2016,Ubisoft - San Francisco,2.99
2016,Ubisoft - San Francisco,2.99
2016,Ubisoft - San Francisco,11.99
2016,Pelikan13,12.99
2016,Baba Yaga Games,0.99
2016,Asya Yurina,1.99
2016,"Mercury Stone,Angels Blue Digital Entertainment,DigitalEZ",1.99
2016,PILOT’S,54.99
2016,ALICE IN DISSONANCE,9.99
2016,Jasper Byrne,7.99
2016,Hyptosis,9.99
2016,Vicious Cycle Software,0.99
2016,Vicious Cycle Software,0.99
2016,Vicious Cycle Software,0.99
2016,Vicious Cycle Software,0.99
2016,Interceptor Entertainment,34.99
2016,Vicious Cycle Software,0.99
2016,Stuffed Castle Studios,4.99
2016,Sarepta studio,2.99
2016,frozenen,2.99
2016,Hosted Games,3.99
2016,Recotechnology S.L.,2.99
2016,Daniel Wright,9.99
2015,Individual Software,19.99
2016,Beast Mode Games,4.99
2016,Mail.ru Games,Free to Play
2016,BurstRay Games,1.99
2016,SnoutUp,Free
2016,BurstRay Games,0.99
2016,Yume Creations,4.99
2008,Lonely Troops,1.99
2016,FIVE-BN GAMES,Free to Play
2016,stage-nana,2.99
2016,Redro Games,0.99
2016,Digital Melody,1.99
2016,Wolff Dobson,4.99
2016,Frozenmark Games,0.99
2016,Handelabra Games Inc.,4.99
2016,Netmarble Games,Free to Play
2016,stage-nana,29.99
2016,Sekerin Productions,1.99
2016,Galaxy Gate,8.99
2016,Basaltic studio,Free
2016,Laughing Jackal LTD,8.99
2016,The Artistocrats,14.99
2016,pho,4.99
2016,UFO Crash Games,5.99
2016,The House of Fables,9.99
2016,VaragtP,2.99
2016,"CreSpirit,GemaYue",17.99
2004,Haemimont Games,9.99
2016,Brainchild,2.99
2016,Celianna,24.99
2016,Joel Steudler,4.99
2016,Sherman 3D,9.99
2016,Sherman3D,6.99
2016,CreSpirit,5.99
2016,KADOKAWA,7.99
2016,Joel Steudler,14.99
2016,JDB Artist,24.99
2016,Infamous Quests,9.99
2016,Explosive LLC,4.99
2016,"CINEMAX, s.r.o.",5.99
2016,Cleverweek,0.99
2016,"CINEMAX, s.r.o.",11.99
2016,John Szymanski,0.99
2016,Zetsubou,9.99
2016,Blackbird Interactive,5.99
2016,Davioware and Quazi,8.99
2016,Milestone S.r.l.,29.99
2016,Butterscotch Shenanigans,14.99
2016,Butterscotch Shenanigans,4.99
2016,Voxler Games,24.99
2016,RadarJam,7.99
2016,AtomicTorch Studio,9.99
2016,Those Awesome Guys,14.99
2016,Game-Labs,39.99
2016,"Evgeny Shcherbakov,Denis Ovsyannikov",2.99
2016,Double Zero One Zero,9.99
2016,Raconteur Games,4.99
2016,Ratalaika Games S.L.,1.99
2016,Pixellore,16.99
2016,Ratalaika Games S.L.,0.99
2016,"Berserk Games,Gamelyn Games",4.99
2016,55 Revolver,11.99
1996,GTE Entertainment,5.99
2016,Z3roram Studios,1.99
2016,Oointah,9.99
2016,Fastline Simulation,4.99
2016,Fastline Simulation,4.99
2016,Skyhook Games,4.99
2016,Nickervision Studios,0.99
2016,Dice7,6.99
2016,Baltic Dragon,9.99
2016,Vladimir Maslov,1.99
2016,"Arcen Games, LLC",11.99
2004,Infinite Interactive,9.99
2016,Whipstitch Games,9.99
2016,Quarter Pound Studios,1.99
2016,1CC Games,4.99
2016,RainDance LX,14.99
2016,Bromoco Games,2.99
2016,Egamea Game Studios,7.99
2016,Kew McParlane,2.99
2016,Warfare Studios,1.99
2016,Alexander Byzov,0.99
2015,Nolo,59.99
2016,Maya Gameworks,9.99
2016,"Team NINJA,KOEI TECMO GAMES CO., LTD.",31.99
2016,Svajūnas Žemaitis,14.99
2016,StarWraith 3D Games LLC,24.99
2016,"Team ERROR,Tiny Colossus",6.99
2016,The Tambourine,4.99
2016,Gunnar Games,9.99
2016,GameCoder Studios,19.99
2016,Phosphor Games,14.99
2016,Bloodirony,4.99
2015,Dark Day Interactive,Free to Play
2016,YCJY,9.99
2016,Halycon Media,12.99
2016,Awfully Nice Studios,7.99
2016,Ubisoft - San Francisco,2.99
2016,Raphael Gervaise,4.99
2016,Ubisoft - San Francisco,2.99
2016,Ubisoft - San Francisco,2.99
2016,Ubisoft - San Francisco,2.99
2016,Ubisoft - San Francisco,11.99
2016,ACE Team,14.99
2016,"CAPCOM Co., Ltd.",19.99
2016,Red Hook Studios,24.99
2016,"CAPCOM Co., Ltd.",2.99
2016,"CAPCOM Co., Ltd.",2.99
2016,"CAPCOM Co., Ltd.",2.99
2016,"CAPCOM Co., Ltd.",2.99
2016,Aundre Rogers,0.99
2016,Ubisoft - San Francisco,2.99
2016,Petroglyph,4.99
2016,Reflextions,0.99
2015,xixgames,2.99
2016,Notion Games,9.99
2016,Martin Cerdeira,9.99
2016,Endi Milojkoski,9.99
2016,Screwfly Studios,14.99
2016,Dancing Dragon Games,7.99
2016,"Fair Weather Studios, LLC",9.99
2016,Dancing Dragon Games,14.99
2016,Wojciech Krupinski,1.99
2016,Dancing Dragon Games,3.99
2016,The Revills Games,2.99
2016,N3V Games,18.99
2016,N3V Games,18.99
2016,N3V Games,14.99
2016,N3V Games,12.99
2016,N3V Games,17.99
2016,N3V Games,12.99
2016,N3V Games,12.99
2016,N3V Games,14.99
1987,Spectrum Holobyte,6.99
1988,Spectrum Holobyte,6.99
1998,Microprose,6.99
1994,Spectrum Holobyte,6.99
2016,EternalShadow Studios,4.99
2016,Scarlet String Studios,Free to Play
2016,"Berserk Games,Victory Point Games",6.99
2016,Fallen Tree Games Ltd,4.99
2016,indiemaatheus,2.99
2016,Chewa,0.99
2016,"The House of Fables,Gogii Games",9.99
2016,Astra Game Studio,4.99
1990,Mad Otter Games,9.99
2016,Bass Pro Shops,9.99
2015,"Weixi Games,ZiX Solutions",6.99
2015,"Wicked Fun, Inc.",Free to Play
2015,Cybertime System,Free to Play
2016,Ground Up Games Pty Ltd ®,9.99
2015,Kevin Carville,0.99
2015,Lag Studios,1.99
2015,Solo Instinct,19.99
2015,"Anvil Drop, LLC",9.99
2015,UNDEAD,1.99
2016,DeXP,Free
2014,"Ludosity,Remar Games",Free to Play
2015,"Keybol,Iskander Aminov",4.99
2016,Daniel Mullins Games,4.99
2016,"Daniel Mullins Games,Jonah Senzel",0.99
2016,KHB-Soft,1.99
2016,Anti Crunch Studios,4.99
2016,Ryan Jensen,4.99
2016,NewWestGames,2.99
2016,PIXELBUG,1.99
2016,"S Houben,N Tailor,A Barnett",2.99
2016,VDO Games,6.99
2016,MixedBag Srl,9.99
2016,MixedBag Srl,4.99
2015,"FAT BOMB STUDIOS, LLC",5.99
2015,"2Chance Projects,IIchan Eroge Team",Free to Play
2016,Millia Soft,4.99
2016,CPsoft,6.99
2016,"Rainbow Studios,THQ Nordic",1.99
2016,"Rainbow Studios,THQ Nordic",5.99
2016,"Rainbow Studios,THQ Nordic",9.99
2016,"Rainbow Studios,THQ Nordic",9.99
2016,"Rainbow Studios,THQ Nordic",2.99
2016,"Rainbow Studios,THQ Nordic",2.99
2016,"Rainbow Studios,THQ Nordic",2.99
2016,"Rainbow Studios,THQ Nordic",2.99
2016,"Rainbow Studios,THQ Nordic",2.99
2016,"Rainbow Studios,THQ Nordic",2.99
2016,"Rainbow Studios,THQ Nordic",2.99
2016,jemchicomac,3.99
2016,"Rainbow Studios,THQ Nordic",2.99
2016,"Rainbow Studios,THQ Nordic",2.99
2016,Ubisoft - San Francisco,2.99
2016,Ubisoft - San Francisco,2.99
2016,Ubisoft - San Francisco,2.99
2016,Ubisoft - San Francisco,9.99
2016,Ubisoft - San Francisco,2.99
2016,"Orange_Juice,DEKU",7.99
2016,Orange_Juice,8.99
2016,"Orange_Juice,DEKU",5.99
2015,Leadwerks Software,29.99
2015,"LearnDistrict Inc.,The Negatives",4.99
2015,Shadebob Games,Free to Play
2015,"Rocketeer Games Studio, LLC",Free to Play
2010,Gravity Interactive,Free to Play
2015,N3V Games,17.99
2013,"Sujin Ri,Yunjeong Yun,Hyein Go,Minsu Ock,Marcos Arroyo,Seona Lee,Sohyeon Jeon",19.99
2015,Colludium Ltd,3.99
2015,"Fabio Ferrara,Giulia Airoldi",0.99
2005,Heuristic Park,14.99
2015,BrashMonkey,24.99
2015,Studio SiestA,9.99
2015,Aerosoft GmbH,29.99
2015,Slightly Mad Studios,3.49
2015,Evan (Solidplasma) Peiperl,2.99
2015,Creobit,4.99
2015,Orlyapps,2.99
2015,Hellbent Games,5.99
2015,webgames,Free to Play
2015,"Jundroo, LLC",12.99
2015,Shiro Games,24.99
2015,FireFly Studios,0.99
2015,AlikArt Studio,4.99
1997,"Iguana Entertainment,Nightdive Studios",19.99
2015,Northbrain,5.99
2015,"Math Nerd Productions, LLC",2.99
2015,Meridian'93,6.99
2015,Meridian'93,6.99
2015,Meridian'93,6.99
2015,Meridian'93,6.99
2015,Digital Train Model,19.99
2015,SMD Gaming Studio,0.99
1997,Cavedog Entertainment,4.99
2015,Futuremark,Free to Play
2015,Dovetail Games,19.99
2015,Futuremark,Free to Play
2015,Futuremark,Free to Play
2015,"Pilgrim Adventures,GrabTheGames Studios",1.99
2015,Pump Action Games,4.99
2015,Zadzen Games Ltd.,6.99
2015,Roaming Ground Studio,3.99
2015,Spooky Cat,4.99
2015,Randomnine Ltd,6.99
2015,Sirlin Games,14.99
2015,eight game studio,3.99
2015,Bulkhead Studios Corporation,0.99
2015,Sketchy Logic,7.99
2015,Sketchy Logic,14.99
2015,Nordic Mist Games,1.99
2015,JDM4iK,4.99
2015,Shark Tree Studios,4.99
2015,Nexon,14.99
2015,Futuremark,Free to Play
2015,Mayhem Games USA,0.99
2015,Futuremark,Free to Play
2015,Stygian Software,14.99
2015,"Workroom7,Creobit",5.99
2015,HyperKat Games,4.99
2015,Stoneworks Games,9.99
2013,Choice of Games,4.99
2015,Ubisoft - San Francisco,2.99
2015,"SmiteWorks USA, LLC",29.99
2015,"SmiteWorks USA, LLC",29.99
2015,"SmiteWorks USA, LLC",29.99
2015,"SmiteWorks USA, LLC",7.99
2015,OlderBytes,14.99
2015,Best Gaem Studio,4.99
2015,From Nothing Game Studios,0.99
2015,Ubisoft - San Francisco,2.99
2015,From Nothing Game Studios,3.99
2015,Second Variety Games,0.99
2015,"Berserk Games,NSKN Games",7.99
2015,KIXEYE,Free to Play
2015,Huy Phan,12.99
2015,Sirlin Games,14.99
2015,Cliax Games,1.99
2015,"Team NINJA,KOEI TECMO GAMES CO., LTD.",18.99
2015,StudioGIW,7.99
2015,Jukio Kallio,7.99
2015,Flightless,10.99
2015,Offworld Industries,39.99
2015,Queen Birdface Productions,Free
2015,Minindustries Game Factory,1.99
2015,VGstudio,4.99
2015,Travian Games GmbH,2.99
2015,Cat Rabbit,1.99
2015,Kylotonn Racing Games,2.99
2015,The Game Species,9.99
2015,GDT Limited,Free to Play
2015,Droog71,1.99
2015,Kylotonn Racing Games,7.99
2015,"Grip Games,3Division",8.99
2015,"Grip Games,3Division",1.99
2012,Choice of Games,4.99
2015,Aaron Oldenburg,6.99
2015,"SmiteWorks USA, LLC",1.99
2015,"SmiteWorks USA, LLC",1.99
2015,"SmiteWorks USA, LLC",1.99
2015,"SmiteWorks USA, LLC",1.99
2015,GuGames Development,4.99
2015,Kylotonn Racing Games,2.99
2015,Yellow Worm Studios,0.99
2015,"Olde Sküül,Sculptured Software",29.99
2015,Abrupt Games,2.99
2015,Piranha Games Inc.,49.99
2015,Piranha Games Inc.,59.99
2015,Snowbird Games,19.99
2015,Piranha Games Inc.,29.99
2015,Piranha Games Inc.,39.99
2015,Bluehole Ginno Games,Free to Play
2015,Auslogics Software,29.99
2015,Bluehole Ginno Games,19.99
2015,Bluehole Ginno Games,4.99
2015,Wyrmling Productions,4.99
2015,REX,24.99
2015,Orbx,12.99
2015,desunoya,9.99
2015,"MindBlocks Studio, LLC",2.99
2015,"KOEI TECMO GAMES CO., LTD.",1.99
2015,Arc System Works,0.99
2015,"KOEI TECMO GAMES CO., LTD.",6.99
2015,"KOEI TECMO GAMES CO., LTD.",4.99
2015,"KOEI TECMO GAMES CO., LTD.",1.99
2015,Sector3 Studios,4.99
2015,Outerminds Inc.,7.99
2015,Milestone S.r.l.,9.99
2015,Sinclair Strange,3.99
2015,"CINEMAX, s.r.o.",17.99
2015,Cliffhanger Productions,29.99
2015,Kevin Nitschmann/Darius Bode,34.99
